start_time,ride_id,start_date,end_time,total_distance_mi,avg_speed,avg_cruising_speed,total_ride_time_sec,total_moving_time_sec,total_ascent_ft,total_descent_ft,year,month_name,total_weight_lbs,start_tod,start_dow,hours_since_last_ride,log_hours_since_last_ride,active_time_ratio,avg_climb_rate,distance_training_intensity,prior_training_load,best_power_4s,best_power_5s,best_power_10s,best_power_20s,best_power_30s,best_power_1m,best_power_2m,best_power_3m,best_power_4m,best_power_5m,best_power_6m,best_power_10m,best_power_20m,best_power_30m,best_power_40m,best_power_1h,best_power_2h
2019-05-02 19:13:00,0x5ccb413c,2019-05-02,2019-05-02 19:53:00,8.865921512423627,13.784194804865388,14.57450448370207,2401.0,2143.0,300.53959999999927,300.53959999999927,2019,May,255,19,3,45.62694444444445,1.659221385815183,0.8925447730112454,8.414547830144636,1.0,0.0,485.2822710293768,481.9918274262326,462.2835373380987,412.1443191907023,391.2443462345632,314.816769289388,209.5814720534043,186.63171839386817,179.63600600684896,157.5696414676274,155.0096642982426,142.3684861733059,134.4428497072949,130.26483885681677,0.0,0.0,0.0
2019-05-03 22:52:44,0x5cccc63c,2019-05-03,2019-05-03 23:53:54,9.516836116950929,11.228317180902794,12.081964463813511,3671.0,2725.0,333.34960000000024,280.19740000000024,2019,May,255,22,4,26.995555555555555,1.4312922694708838,0.7423045491691637,7.3398077064220235,1.0,0.6175078536721397,432.5493243905231,425.73580890007634,389.5024143287639,330.267900263114,299.1667317187864,225.9074726009001,143.79389965092977,147.59711263949168,129.79411803016495,118.28378496455623,115.81972866013842,107.25643508416628,98.405537069801,97.00079825792164,94.00389182194336,0.0,0.0
2019-05-15 12:01:32,0x5cdbff9c,2019-05-15,2019-05-15 12:37:36,8.029629626649497,14.25686642926105,14.701153709742712,2165.0,1942.0,255.2618000000004,211.2964000000003,2019,May,255,12,2,276.1272222222222,2.4411092240174366,0.8969976905311778,7.88656436663235,0.843728895609278,0.011598640473221112,422.17795711799977,419.8146828376754,393.7095154034854,363.2631875002784,336.841737075026,271.4351981071159,215.16438379913328,187.6891235569384,188.53826203526785,164.69676905205264,157.2674988550704,154.6686597754477,139.4815122000962,138.60613981974453,0.0,0.0,0.0
2019-05-15 21:24:33,0x5cdc8391,2019-05-15,2019-05-15 22:03:38,8.452656403899512,13.534029795513518,14.453953759695276,2346.0,2044.0,234.91960000000088,263.4643000000008,2019,May,255,21,2,8.7825,0.9436181584640632,0.8712702472293266,6.895878669275954,0.8881792541161919,0.7310700843386189,416.729571801876,414.7189657999928,393.12419814232544,327.4324925126267,295.3894332646188,231.95465942702083,191.95264383155103,182.99912233433497,175.94251033667527,169.92171764171667,170.18659803223247,156.1732437709715,143.04655585618062,137.23624177474812,0.0,0.0,0.0
2019-05-24 12:13:37,0x5ce7dff1,2019-05-24,2019-05-24 12:47:43,8.018602194441492,14.740175595900688,15.179619699503313,2047.0,1880.0,260.18330000000026,206.7030000000002,2019,May,255,12,4,206.1663888888889,2.3142178641002675,0.9184171958964338,8.30372234042554,0.8425701667972557,0.04056640925136911,419.6598724987082,414.650606898535,402.0525280066174,376.5485772655758,344.2722367405647,262.3299445920339,225.472466284606,193.51986840837688,187.96973939768503,181.34873126661964,173.97655378533307,167.16289769578236,150.94645751307266,151.02059922758454,0.0,0.0,0.0
2019-05-24 21:21:50,0x5ce8606e,2019-05-24,2019-05-24 22:00:59,8.786243807500043,14.162910326401004,14.862342612082507,2350.0,2084.0,228.0295000000001,267.40150000000006,2019,May,255,21,4,8.56861111111111,0.9329104326976265,0.8868085106382979,6.565148752399235,0.9232315970903828,0.7574859721064269,436.8797628161472,433.3608153773841,400.68620154285753,321.7768884689183,304.0943075908484,259.7421374332244,185.9244720978328,170.90825669196855,168.78638521104355,166.2438147931103,166.81759756689652,160.8373739560166,140.6758707432649,135.79730970046282,0.0,0.0,0.0
2019-05-25 15:13:26,0x5ce95b96,2019-05-25,2019-05-25 16:32:08,8.987819600213351,11.86124792178322,12.228451496370894,4723.0,2608.0,137.80200000000002,113.5226,2019,May,255,15,5,17.2075,1.235717778225771,0.5521914037687911,3.170291411042945,0.944412564192913,1.2296252809109913,927.8572905161028,913.1839016582755,787.5992600804534,504.8778217973127,371.181144001515,228.02703291414684,143.71193970957893,140.27969019132115,136.3835293941883,128.36375731593134,120.45476714975092,106.5218155653865,92.97216909623916,91.61971756693194,86.80385309461002,0.0,0.0
2019-05-31 22:45:12,0x5cf1ae78,2019-05-31,2019-05-31 23:10:22,3.2108607143285166,10.180335592709074,12.532152430067349,1511.0,847.0,56.76129999999989,113.19450000000006,2019,May,255,22,4,150.21777777777777,2.1767213330270465,0.5605559232296492,4.020871310507666,1.0,0.14674566274176248,307.0969309519143,303.8851178567201,284.6867547561139,231.51878187756944,196.7135709218928,186.41221824254336,154.20926707089905,117.99203559599778,97.595666828088,88.98919847874998,83.72007343337094,71.64581925080765,0.0,0.0,0.0,0.0,0.0
2019-06-03 12:59:36,0x5cf519b8,2019-06-03,2019-06-03 13:35:24,6.794680653032923,13.329584937873465,14.040830941460737,2149.0,1692.0,301.8520000000002,214.2493000000001,2019,June,255,12,0,61.82055555555556,1.7911329035682446,0.7873429502093997,10.70397163120568,1.0,0.3798549617323122,669.4154789605045,662.5797391092804,617.8533174410472,494.4525517716127,370.1224407455721,268.18612988708014,207.06720220481583,197.2292905319991,193.7027661229669,171.6887425512938,175.07195351940786,150.48614215708295,135.43235147198095,135.69729504481177,0.0,0.0,0.0
2019-06-03 22:03:33,0x5cf59935,2019-06-03,2019-06-03 22:38:31,6.730730324855551,14.902359971216946,15.429487259679322,2099.0,1540.0,214.2492999999997,299.55529999999976,2019,June,255,22,0,8.469166666666666,0.9278406795310559,0.7336827060505002,8.347375324675312,0.9905881775107669,1.1827254423487659,729.3024378929695,723.3543470346222,664.9290413898128,499.6732318928666,381.1556511463138,308.55601664045986,254.8625211015548,223.6678125920779,211.0959642742704,201.1249391562748,194.5029029076587,169.02243377856243,155.24273271022,0.0,0.0,0.0,0.0
