time,ride_id,segment_id,elevation,latitude,longitude,ambient_temp_C,heart_rate_bpm,cadence_rpm,is_original_row,elapsed_time,delta_time,delta_dist_ft,heading,speed,speed_saturated,is_cruising,delta_ele_ft,grade,grade_saturated,elapsed_ascent,elapsed_descent,elapsed_elevation,filt_ambient_temp_C,filt_heart_rate_bpm,filt_cadence_rpm,filt_speed,filt_speed_saturated,filt_grade,filt_grade_saturated,inst_power
2024-09-10 22:26:26+00:00,0x66e0c792,0.0,612.2346,39.084846,-84.418678,30.0,58.0,,True,1.0,1.0,0.0,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,16.5,32.18047642143822,,0.0,0.0,0.0,0.0,0.0
2024-09-10 22:26:27+00:00,0x66e0c792,0.0,612.2346,39.084846,-84.418678,30.0,58.0,,True,2.0,1.0,0.0,180.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,19.42658477444273,37.96126759142144,,0.0,0.0,0.0,0.0,0.0
2024-09-10 22:26:28+00:00,0x66e0c792,0.0,612.115290909091,39.084846,-84.418678,30.0,58.27272727272727,,,3.0,1.0,0.0,180.0,0.0,0.0,False,-0.1193090909090415,0.0,0.0,0.0,0.1193090909090415,0.1193090909090415,22.14011026600516,43.35741687510878,,0.0,0.0,0.0,0.0,0.0
2024-09-10 22:26:29+00:00,0x66e0c792,0.0,611.9959818181818,39.084846,-84.418678,30.0,58.54545454545455,,,4.0,1.0,0.0,180.0,0.0,0.0,False,-0.1193090909091552,0.0,0.0,0.0,0.2386181818181967,0.2386181818181967,24.521788144443867,48.138599422888255,,0.0,0.0,0.0,0.0,0.0
2024-09-10 22:26:30+00:00,0x66e0c792,0.0,611.8766727272726,39.084846,-84.418678,30.0,58.81818181818182,,,5.0,1.0,0.0,180.0,0.0,0.0,False,-0.1193090909091552,0.0,0.0,0.0,0.3579272727273519,0.3579272727273519,26.4865372230989,52.13902578640299,,0.0153415330104226,0.0153415330104226,0.0,0.0,0.0381081293119218
2024-09-10 22:26:31+00:00,0x66e0c792,0.0,611.7573636363636,39.084846,-84.418678,30.0,59.09090909090909,,,6.0,1.0,0.0,180.0,0.0,0.0,False,-0.1193090909090415,0.0,0.0,0.0,0.4772363636363934,0.4772363636363934,27.992535385332157,55.27667389501592,,0.0752059310177778,0.0752059310177778,0.0,0.0,0.1868203872569969
2024-09-10 22:26:32+00:00,0x66e0c792,0.0,611.6380545454546,39.084846,-84.418678,30.0,59.36363636363637,,,7.0,1.0,0.0,180.0,0.0,0.0,False,-0.1193090909090415,0.0,0.0,0.0,0.596545454545435,0.596545454545435,29.04408983760305,57.560094360472384,,0.1993103984758127,0.1993103984758127,0.0,0.0,0.4952774740930823
2024-09-10 22:26:33+00:00,0x66e0c792,0.0,611.5187454545454,39.084846,-84.418678,30.0,59.63636363636363,,,8.0,1.0,0.0,180.0,0.0,0.0,False,-0.1193090909091552,0.0,0.0,0.0,0.7158545454545902,0.7158545454545902,29.68999190299765,59.08757348344701,,0.3886418447179883,0.3886418447179883,0.0,0.0,0.9668215635251662
2024-09-10 22:26:34+00:00,0x66e0c792,0.0,611.3994363636364,39.084846,-84.418678,30.0,59.90909090909091,,,9.0,1.0,0.0,180.0,0.0,0.0,False,-0.1193090909090415,0.0,0.0,0.0,0.8351636363636317,0.8351636363636317,30.018740986575853,60.03873589272531,,0.6304661998403046,0.6304661998403046,0.0,0.0,1.572227107614122
2024-09-10 22:26:35+00:00,0x66e0c792,0.0,611.2801272727273,39.084846,-84.418678,30.0,60.18181818181818,,,10.0,1.0,0.0,180.0,0.0,0.0,False,-0.1193090909090415,0.0,0.0,0.0,0.9544727272726732,0.9544727272726732,30.1498816369925,60.65818522211233,,0.9142280137525072,0.9142280137525072,0.0,0.0,2.289713306798145
2024-09-10 22:26:36+00:00,0x66e0c792,0.0,611.1608181818182,39.084846,-84.418678,30.0,60.45454545454545,,,11.0,1.0,0.0,180.0,0.0,0.0,False,-0.1193090909091552,0.0,0.0,0.0,1.0737818181818284,1.0737818181818284,30.22230169315919,61.24012571215057,,1.224995218681173,1.224995218681173,0.0,0.0,3.088065931869117
2024-09-10 22:26:37+00:00,0x66e0c792,0.0,611.041509090909,39.084846,-84.418678,30.0,60.72727272727273,,,12.0,1.0,0.0,180.0,0.0,0.0,False,-0.1193090909091552,0.0,0.0,0.0,1.1930909090909836,1.1930909090909836,30.307221749325876,61.95273299809958,,1.5365183920587837,1.5365183920587837,0.0,0.0,3.905883346683442
2024-09-10 22:26:38+00:00,0x66e0c792,0.0,610.9222,39.084846,-84.418678,30.0,61.0,,True,13.0,1.0,0.0,180.0,0.0,0.0,False,-0.1193090909090415,0.0,0.0,0.0,1.312400000000025,1.312400000000025,30.40122358709262,62.81924473282294,,1.8213872049020896,1.8213872049020896,0.0,0.0,4.672873700066904
2024-09-10 22:26:39+00:00,0x66e0c792,0.0,610.9222,39.084832,-84.418651,30.5,62.5,,,14.0,1.0,9.194652026670177,332.5924245643822,6.2690809272751205,6.2690809272751205,False,0.0,0.0,0.0,0.0,1.312400000000025,1.312400000000025,30.5,63.866743311763386,,2.054381868270854,2.054381868270854,0.0,0.0,5.316255237193584
2024-09-10 22:26:40+00:00,0x66e0c792,0.0,610.9222,39.084818,-84.418624,31.0,64.0,,True,15.0,1.0,9.194653289741971,332.5924245643822,6.269081788460435,6.269081788460435,False,0.0,0.0,0.0,0.0,1.312400000000025,1.312400000000025,30.59877641290738,65.11386447622876,,2.216812943714128,2.216812943714128,0.0,0.0,5.77440844959552
2024-09-10 22:26:41+00:00,0x66e0c792,0.0,610.9222,39.084804,-84.418612,31.0,65.0,,True,16.0,1.0,6.134517737102281,310.6012946402149,4.1826257298424645,4.1826257298424645,False,0.0,0.0,0.0,0.0,1.312400000000025,1.312400000000025,30.69277825067413,66.56000014517723,,2.2987678637314977,2.2987678637314977,0.0,0.0,6.00880640165874
2024-09-10 22:26:42+00:00,0x66e0c792,0.0,610.9222,39.084803,-84.418606,31.0,66.5,,,17.0,1.0,1.737762768605369,350.5376778139804,1.1848382513218425,1.1848382513218425,False,0.0,0.0,0.0,0.0,1.312400000000025,1.312400000000025,30.77769830684082,68.1853579384267,,2.298211627586517,2.298211627586517,0.0,0.0,6.0072079331304575
2024-09-10 22:26:43+00:00,0x66e0c792,0.0,610.9222,39.084802,-84.4186,31.0,68.0,,True,18.0,1.0,1.7377627921545749,350.5376778139804,1.1848382673781193,1.1848382673781193,False,0.0,0.0,0.0,0.0,1.312400000000025,1.312400000000025,30.850118363007503,69.95061456348884,,2.2216908275415816,2.2216908275415816,0.0306347637219749,0.0306347637219749,6.126421053730669
2024-09-10 22:26:44+00:00,0x66e0c792,0.0,610.9222,39.084806,-84.418579,31.0,70.0,,True,19.0,1.0,6.12306053805058,10.78429785776343,4.174814003216305,4.174814003216305,False,0.0,0.0,0.0,0.0,1.312400000000025,1.312400000000025,30.907843787866877,71.79848102417985,,2.0836928228044487,2.0836928228044487,0.1501750745785433,0.1501750745785433,6.952879260813725
2024-09-10 22:26:45+00:00,0x66e0c792,0.0,610.9222,39.084809,-84.418575,31.0,75.0,,True,20.0,1.0,1.5750522801445304,36.86989771098178,1.0738992819167252,1.0738992819167252,False,0.0,0.0,0.0,0.0,1.312400000000025,1.312400000000025,30.950118363007505,73.65931046672293,,1.9047227896830528,1.9047227896830528,0.4081890218673107,0.4081890218673107,8.76367047966761
2024-09-10 22:26:46+00:00,0x66e0c792,0.0,610.9222,39.08481,-84.418572,31.0,75.0,,True,21.0,1.0,0.9245384125734072,18.43494874149981,0.6303670994818686,0.6303670994818686,False,0.0,0.0,0.0,0.0,1.312400000000025,1.312400000000025,30.977698306840814,75.45791569905397,,1.7092965320726747,1.7092965320726747,0.8406899307228596,0.8406899307228596,11.507158421208397
2024-09-10 22:26:47+00:00,0x66e0c792,0.0,610.9222,39.084812,-84.41857,31.0,79.0,,True,22.0,1.0,0.9236355510335604,45.00000010177775,0.6297515120683367,0.6297515120683367,False,0.0,0.0,0.0,0.0,1.312400000000025,1.312400000000025,30.99277825067413,77.1209290370409,,1.5235407037651636,1.5235407037651636,1.4666111268791753,1.4666111268791753,14.970416399161808
2024-09-10 22:26:48+00:00,0x66e0c792,0.0,610.9222,39.084813,-84.418572,31.0,83.0,,True,23.0,1.0,0.6736738692945007,153.434948822922,0.4593230927007959,0.4593230927007959,False,0.0,0.0,0.0,0.0,1.312400000000025,1.312400000000025,30.998776412907382,78.58545234910025,,1.3724930452360506,1.3724930452360506,2.215400723526919,2.215400723526919,18.573959788984844
2024-09-10 22:26:49+00:00,0x66e0c792,0.0,610.9222,39.084817666666666,-84.41857399999999,31.0,83.33333333333333,,,24.0,1.0,1.7941917764842847,113.1985904504758,1.2233125748756488,1.2233125748756488,False,0.0,0.0,0.0,0.0,1.312400000000025,1.312400000000025,31.000000000000007,79.80668226806492,,1.277651515180107,1.277651515180107,2.933927731485249,2.933927731485249,21.838144334638187
2024-09-10 22:26:50+00:00,0x66e0c792,0.0,610.9222,39.08482233333333,-84.418576,31.0,83.66666666666667,,,25.0,1.0,1.79419176473,113.19859062946423,1.2233125668613638,1.2233125668613638,False,0.0,0.0,0.0,0.0,1.312400000000025,1.312400000000025,31.000000000000007,80.756845332604,,1.2404214558507731,1.2404214558507731,3.5119405978078198,3.5119405978078198,24.754726655409243
2024-09-10 22:26:51+00:00,0x66e0c792,0.0,610.9222,39.084827,-84.418578,31.0,84.0,,True,26.0,1.0,1.7941917528309583,113.1985904504758,1.2233125587483806,1.2233125587483806,False,0.0,0.0,0.0,0.0,1.312400000000025,1.312400000000025,31.000000000000007,81.4249132969907,,1.2402193419314274,1.2402193419314274,3.864334220964781,3.864334220964781,26.917075213850847
2024-09-10 22:26:52+00:00,0x66e0c792,0.0,611.1846800000001,39.0848272,-84.4185706,31.0,83.4,,,27.0,1.0,2.0967495815281287,1.5481577168076466,1.4296019874055423,1.4296019874055423,False,0.2624800000000959,12.518423864846955,12.518423864846955,0.2624800000000959,1.36708333333335,1.629563333333446,31.000000000000007,81.82135341391015,,1.256184329734393,1.256184329734393,3.899563507291023,3.899563507291023,27.484117892313108
