time,ride_id,segment_id,elevation,latitude,longitude,ambient_temp_C,heart_rate_bpm,cadence_rpm,is_original_row,elapsed_time,delta_time,delta_dist_ft,heading,speed,speed_saturated,is_cruising,delta_ele_ft,grade,grade_saturated,elapsed_ascent,elapsed_descent,elapsed_elevation,filt_ambient_temp_C,filt_heart_rate_bpm,filt_cadence_rpm,filt_speed,filt_speed_saturated,filt_grade,filt_grade_saturated,inst_power
2023-08-18 21:38:04+00:00,0x64dfe4bc,0.0,601.7354,39.143236,-84.340871,,,,True,1.0,1.0,0.0,,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.2584665834838805,0.2584665834838805,-0.0933042759783661,-0.0933042759783661,0.5335219483663319
2023-08-18 21:38:05+00:00,0x64dfe4bc,0.0,601.7354,39.143234,-84.340874,,,,True,2.0,1.0,1.1193041050231791,213.69006761992847,0.7631618897885314,0.7631618897885314,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.3509405498705182,0.3509405498705182,-0.2013864974874518,-0.2013864974874518,0.5325280282506893
2023-08-18 21:38:06+00:00,0x64dfe4bc,0.0,601.7354,39.143233,-84.340875,,,,True,3.0,1.0,0.4616739166512399,225.0,0.3147776704440272,0.3147776704440272,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.4557194944134336,0.4557194944134336,-0.3375780417854289,-0.3375780417854289,0.3777086201908584
2023-08-18 21:38:07+00:00,0x64dfe4bc,0.0,601.7354,39.143232,-84.340875,,,,True,4.0,1.0,0.364813259122436,270.0,0.2487363130380245,0.2487363130380245,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.5740654697806892,0.5740654697806892,-0.4885475316141255,-0.4885475316141255,0.0379939143024398
2023-08-18 21:38:08+00:00,0x64dfe4bc,0.0,601.7354,39.143232,-84.340876,,,,True,5.0,1.0,0.2829383327150205,180.0,0.1929124995784231,0.1929124995784231,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.7053954929263887,0.7053954929263887,-0.6395170214428223,-0.6395170214428223,0.0
2023-08-18 21:38:09+00:00,0x64dfe4bc,0.0,601.7354,39.143231,-84.340876,,,,True,6.0,1.0,0.364813254481202,270.0,0.2487363098735468,0.2487363098735468,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.847855611347487,0.847855611347487,-0.7757085657407994,-0.7757085657407994,0.0
2023-08-18 21:38:10+00:00,0x64dfe4bc,0.0,601.7354,39.143227,-84.34088,,,,True,7.0,1.0,1.8466957193958005,224.99999994911116,1.259110717769864,1.259110717769864,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.998502380923528,0.998502380923528,-0.8837907872498851,-0.8837907872498851,0.0
2023-08-18 21:38:11+00:00,0x64dfe4bc,0.0,601.7354,39.143221,-84.340888,,,,True,8.0,1.0,3.1487548576046502,216.869897645844,2.1468783120031705,2.1468783120031705,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.15359099068047,1.15359099068047,-0.9531838450756522,-0.9531838450756522,0.0
2023-08-18 21:38:12+00:00,0x64dfe4bc,0.0,601.4073000000001,39.143215,-84.340897,,,,True,9.0,1.0,3.357912779908342,213.69006754685728,2.2894859863011425,2.2894859863011425,False,-0.3280999999999494,-9.770950632282512,-9.770950632282512,0.0,0.3280999999999494,0.3280999999999494,,,,1.3092175355519378,1.3092175355519378,-0.9770950632282512,-0.9770950632282512,0.0
2023-08-18 21:38:13+00:00,0x64dfe4bc,0.0,601.4073000000001,39.143214,-84.34089900000001,,,,,10.0,1.0,0.6732794890205551,206.5650510142336,0.4590541970594694,0.4590541970594694,False,0.0,0.0,0.0,0.0,0.3280999999999494,0.3280999999999494,,,,1.4611739197532851,1.4611739197532851,-0.9531838450756522,-0.9531838450756522,0.0
2023-08-18 21:38:14+00:00,0x64dfe4bc,0.0,601.4073000000001,39.143213,-84.340901,,,,True,11.0,1.0,0.6732794927515354,206.565051177078,0.4590541996033196,0.4590541996033196,False,0.0,0.0,0.0,0.0,0.3280999999999494,0.3280999999999494,,,,1.6061041369947475,1.6061041369947475,-0.8837907872498851,-0.8837907872498851,0.0
2023-08-18 21:39:34+00:00,0x64dfe4bc,1.0,601.4073000000001,39.143221,-84.340895,,,,True,91.0,1.0,3.3763332650158016,53.13010233787154,2.3020454079653194,2.3020454079653194,False,0.0,0.0,0.0,0.0,0.3280999999999494,0.3280999999999494,,,,1.7408229508347204,1.7408229508347204,-0.7757085657407994,-0.7757085657407994,0.0
