time,ride_id,segment_id,elevation,latitude,longitude,ambient_temp_C,heart_rate_bpm,cadence_rpm,is_original_row,elapsed_time,delta_time,delta_dist_ft,heading,speed,is_cruising,delta_ele_ft,grade,grade_saturated,elapsed_ascent,elapsed_descent,elapsed_elevation,filt_ambient_temp_C,filt_heart_rate_bpm,filt_cadence_rpm,filt_speed,filt_grade,filt_grade_saturated,inst_power
2022-02-22 22:04:15+00:00,0x62155ddf,0.0,601.7354,39.143211,-84.340867,,,,True,1.0,1.0,0.0,,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.1698444338967637,0.0,0.0,0.43958917956505084
2022-02-22 22:04:16+00:00,0x62155ddf,0.0,601.7354,39.14321,-84.34086740000001,,,,,2.0,1.0,0.3819651484774513,248.19859023288197,0.2604307830528077,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.2269643352895026,0.0,0.0,0.5875526764163375
2022-02-22 22:04:17+00:00,0x62155ddf,0.0,601.7354,39.143209,-84.3408678,,,,,3.0,1.0,0.381965150103679,248.19859107518062,0.2604307841615993,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.2871100444751526,0.0,0.0,0.7434728499945661
2022-02-22 22:04:18+00:00,0x62155ddf,0.0,601.7354,39.143208,-84.3408682,,,,,4.0,1.0,0.3819651494301927,248.19859023288197,0.26043078370240413,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.3464701289047528,0.0,0.0,0.8975065074414402
2022-02-22 22:04:19+00:00,0x62155ddf,0.0,601.7354,39.143207,-84.3408686,,,,,5.0,1.0,0.3819651510564203,248.19859107518062,0.2604307848111957,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.40051786979195214,0.0,0.0,1.0379110165225551
2022-02-22 22:04:20+00:00,0x62155ddf,0.0,601.7354,39.143206,-84.340869,,,,True,6.0,1.0,0.3819651503829341,248.19859023288197,0.2604307843520005,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.4449897855775758,0.0,0.0,1.153567998511593
2022-02-22 22:04:21+00:00,0x62155ddf,0.0,601.7354,39.143202,-84.340866,,,,,7.0,1.0,1.688166709514905,306.8698975969907,1.1510227564874354,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.4765597431784344,0.0,0.0,1.2357492320477015
2022-02-22 22:04:22+00:00,0x62155ddf,0.0,601.7354,39.143198,-84.340863,,,,True,8.0,1.0,1.6881667393919835,306.8698976784129,1.1510227768581707,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.4936260689190271,0.0,0.0,1.280204268754191
2022-02-22 22:04:23+00:00,0x62155ddf,0.0,601.7354,39.143198,-84.34086,,,,True,9.0,1.0,0.8488154009205732,180.0,0.5787377733549363,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.4964683315137874,0.0,0.0,1.2876099470047992
2022-02-22 22:04:24+00:00,0x62155ddf,0.0,601.7354,39.143199,-84.340858,,,,True,10.0,1.0,0.6732795983798712,26.56505117707799,0.4590542716226394,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.48675845007913116,0.0,0.0,1.262312715630372
2022-02-22 22:04:25+00:00,0x62155ddf,0.0,601.7354,39.1432,-84.340858,,,,True,11.0,1.0,0.364813254481202,90.0,0.24873630987354683,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.4673970350346126,0.0,0.0,1.2118903453556182
2022-02-22 22:04:26+00:00,0x62155ddf,0.0,601.7354,39.143202,-84.340857,,,,True,12.0,1.0,0.7825656628008472,63.43494890434421,0.5335674973642139,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.44222945613853576,0.0,0.0,1.1463856338277816
2022-02-22 22:04:27+00:00,0x62155ddf,0.0,601.7354,39.143203,-84.340858,,,,True,13.0,1.0,0.46167399521888763,135.0,0.3147777240128779,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.41461707950890225,0.039869054672572776,0.039869054672572776,1.1601091496555056
2022-02-22 22:04:28+00:00,0x62155ddf,0.0,601.7354,39.143203666666665,-84.34085866666666,,,,,14.0,1.0,0.3077826613754276,135.0,0.20985181457415517,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.38710823370148123,0.19544261170776422,0.19544261170776422,1.3945816915050155
2022-02-22 22:04:29+00:00,0x62155ddf,0.0,601.7354,39.14320433333334,-84.34085933333334,,,,,15.0,1.0,0.3077826643204112,135.00000030533326,0.20985181658209853,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.3622411129562756,0.531230155655779,0.531230155655779,1.9342667215880833
2022-02-22 22:04:30+00:00,0x62155ddf,0.0,601.7354,39.143205,-84.34086,,,,True,16.0,1.0,0.3077826591858475,135.0,0.20985181308125966,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.3422953210481564,1.094100571006289,1.094100571006289,2.824548104615501
