time,ride_id,segment_id,elevation,latitude,longitude,ambient_temp_C,heart_rate_bpm,cadence_rpm,is_original_row,elapsed_time,delta_time,delta_dist_ft,heading,speed,is_cruising,delta_ele_ft,grade,grade_saturated,elapsed_ascent,elapsed_descent,elapsed_elevation,filt_ambient_temp_C,filt_heart_rate_bpm,filt_cadence_rpm,filt_speed,filt_grade,filt_grade_saturated,inst_power
2025-04-25 12:54:23+00:00,0x680b85ff,0.0,611.5784,39.084567,-84.41817,29.0,82.0,,True,1.0,1.0,0.0,,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,15.950000000000006,43.6470546160695,,1.2234792690934486,0.0,0.0,3.210761747536363
2025-04-25 12:54:24+00:00,0x680b85ff,0.0,611.5784,39.084567,-84.41817,29.0,78.0,,True,2.0,1.0,0.0,180.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,18.779031948627978,51.30919744192629,,1.7324769024455222,0.0,0.0,4.61061751507832
2025-04-25 12:54:25+00:00,0x680b85ff,0.0,611.3596666666667,39.084567,-84.41817,29.0,78.66666666666667,,,3.0,1.0,0.0,180.0,0.0,False,-0.21873333333326173,0.0,0.0,0.0,0.21873333333326173,0.21873333333326173,21.402106590471654,58.38311815362685,,2.2633945567544638,0.0,0.0,6.141620417042119
2025-04-25 12:54:26+00:00,0x680b85ff,0.0,611.1409333333334,39.084567,-84.41817,29.0,79.33333333333333,,,4.0,1.0,0.0,180.0,0.0,False,-0.2187333333333754,0.0,0.0,0.0,0.43746666666663714,0.43746666666663714,23.704395206295736,64.55813127790398,,2.7776338805640375,0.0,0.0,7.714050933881507
2025-04-25 12:54:27+00:00,0x680b85ff,0.0,610.9222,39.084567,-84.41817,29.0,80.0,,True,5.0,1.0,0.0,180.0,0.0,False,-0.2187333333333754,0.0,0.0,0.0,0.6562000000000126,0.6562000000000126,25.602469848139414,69.61178739662346,,3.2340791850757062,0.0,0.0,9.199920060381437
2025-04-25 12:54:28+00:00,0x680b85ff,0.0,610.9222,39.0845955,-84.418229,29.0,79.0,,,6.0,1.0,19.678259295012626,154.21709517508216,13.416994973872246,True,0.0,0.0,0.0,0.0,0.6562000000000126,0.6562000000000126,27.052469848139406,73.43189276314577,,3.5931221342791178,0.0,0.0,10.437870310102191
2025-04-25 12:54:29+00:00,0x680b85ff,0.0,610.9222,39.084624,-84.418288,29.0,78.0,,True,7.0,1.0,19.678253565905116,154.21709518048723,13.416991067662579,True,0.0,0.0,0.0,0.0,0.6562000000000126,0.6562000000000126,28.054395206295737,76.02749160794698,,3.8246888133677475,0.0,0.0,11.272117178238338
2025-04-25 12:54:30+00:00,0x680b85ff,0.0,610.9222,39.08463483333333,-84.41829033333333,29.0,78.0,,,8.0,1.0,4.006995713957462,102.15494166628143,2.732042532243724,False,0.0,0.0,0.0,0.0,0.6562000000000126,0.6562000000000126,28.652106590471654,77.5279808263249,,3.911183573057452,0.0,0.0,11.591389149530306
2025-04-25 12:54:31+00:00,0x680b85ff,0.0,610.9222,39.08464566666667,-84.41829266666667,29.0,78.0,,,9.0,1.0,4.0069956995138245,102.1549417381083,2.732042522395789,False,0.0,0.0,0.0,0.0,0.6562000000000126,0.6562000000000126,28.929031948627976,78.17044370872604,,3.8492114143311325,0.0,0.0,11.362202767891047
2025-04-25 12:54:32+00:00,0x680b85ff,0.0,610.9222,39.084656499999994,-84.418295,29.0,78.0,,,10.0,1.0,4.0069956804924844,102.15494167401663,2.732042509426694,False,0.0,0.0,0.0,0.0,0.6562000000000126,0.6562000000000126,29.000000000000007,78.27644257642046,,3.649910314593164,0.0,0.0,10.639755244597856
