time,ride_id,segment_id,elevation,latitude,longitude,ambient_temp_C,heart_rate_bpm,cadence_rpm,is_original_row,elapsed_time,delta_time,delta_dist_ft,heading,speed,is_cruising,delta_ele_ft,grade,grade_saturated,elapsed_ascent,elapsed_descent,elapsed_elevation,filt_ambient_temp_C,filt_heart_rate_bpm,filt_cadence_rpm,filt_speed,filt_grade,filt_grade_saturated,inst_power
2022-04-11 00:25:46+00:00,0x6253758a,0.0,528.241,39.17324,-84.296487,26.0,117.0,,True,1.0,1.0,0.0,,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,14.3,63.438704728555294,,1.334504827135219,-0.6168099795074161,-0.6168099795074161,0.0
2022-04-11 00:25:47+00:00,0x6253758a,0.0,528.241,39.17324,-84.296487,26.0,116.25,,,2.0,1.0,0.0,180.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,16.836373471183702,74.6180621200416,,1.9338622568473707,-0.9697640922412578,-0.9697640922412578,0.0
2022-04-11 00:25:48+00:00,0x6253758a,0.0,528.241,39.17324,-84.296487,26.0,115.5,,,3.0,1.0,0.0,180.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,19.188095563871133,84.98074246168635,,2.6249510564828356,-1.3502752210589148,-1.3502752210589148,0.0
2022-04-11 00:25:49+00:00,0x6253758a,0.0,528.241,39.17324,-84.296487,26.0,114.75,,,4.0,1.0,0.0,180.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,21.252216391851352,94.08256598577137,,3.3720775610316367,-1.7099912925132092,-1.7099912925132092,0.0
2022-04-11 00:25:50+00:00,0x6253758a,0.0,528.241,39.17324,-84.296487,26.0,114.0,,True,5.0,1.0,0.0,180.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,22.95393848453878,101.6076687231577,,4.1262355418595105,-1.991490804663138,-1.991490804663138,0.0
2022-04-11 00:25:51+00:00,0x6253758a,0.0,528.241,39.173253,-84.296375,26.0,114.0,,True,6.0,1.0,32.028646298450866,6.6207760835959055,21.83771338530741,True,0.0,0.0,0.0,0.0,0.0,0.0,24.25393848453878,107.3969742951534,,4.831785918524998,-2.156113630340804,-2.156113630340804,0.0
2022-04-11 00:25:52+00:00,0x6253758a,0.0,527.9129,39.173248,-84.296366,26.0,114.0,,,7.0,1.0,3.1314643355769753,330.9453958701975,2.1350893197115743,False,-0.32809999999994943,-10.477526321228138,-10.477526321228138,0.0,0.32809999999994943,0.32809999999994943,25.152216391851347,111.46131824362502,,5.4319030999716444,-2.1877453403742053,-2.1877453403742053,0.0
2022-04-11 00:25:53+00:00,0x6253758a,0.0,527.5848000000001,39.173243,-84.296357,26.0,114.0,,True,8.0,1.0,3.131464482689786,330.9453959086042,2.1350894200157633,False,-0.32809999999994943,-10.477525829005296,-10.477525829005296,0.0,0.6561999999998989,0.6561999999998989,25.688095563871133,113.98038737266384,,5.880082030228468,-2.083289602594189,-2.083289602594189,0.0
2022-04-11 00:25:54+00:00,0x6253758a,0.0,526.9286,39.173268,-84.29631,26.0,116.0,,True,9.0,1.0,16.120455552468247,28.009176711317842,10.991219694864714,True,-0.6562000000001262,-4.07060456737312,-4.07060456737312,0.0,1.312400000000025,1.312400000000025,25.936373471183703,115.28513075225013,,6.144690427312039,-1.8529712724005836,-1.8529712724005836,0.0
2022-04-11 00:25:55+00:00,0x6253758a,0.0,526.9286,39.173237,-84.29632333333333,26.0,116.0,,,10.0,1.0,11.921323390471423,246.7270959440213,8.128175038957789,True,0.0,0.0,0.0,0.0,1.312400000000025,1.312400000000025,26.000000000000007,115.82462996516988,,6.208585908068933,-1.5396336014935936,-1.5396336014935936,0.0
